id,name,released,metacritic,rating,ratings_count,genres,steam_id,steam_appid,tags,has_great_soundtrack,positive,negative,owners
51329,Shadow of the Tomb Raider,2018-09-14,78.0,3.91,1642,"Adventure, Action",391220,391220,"['Adventure', 'Action', 'Female Protagonist', 'Singleplayer', 'Third Person', 'Exploration', 'Open World', 'Action-Adventure', 'Story Rich', 'Survival', 'Puzzle', 'Stealth', 'Atmospheric', 'Third-Person Shooter', 'Parkour', 'Shooter', 'RPG', 'Multiplayer', 'Great Soundtrack', 'Quick-Time Events']",True,128080,8100,"2,000,000 .. 5,000,000"
1450,INSIDE,2016-06-28,87.0,4.39,2557,"Adventure, Action, Puzzle, Indie, Platformer",1987080,1987080,"['Horror', 'Multiplayer', 'Survival Horror', 'Puzzle', 'Psychological Horror', 'Co-op', 'Online Co-Op', 'Adventure', 'Exploration', 'First-Person', 'Atmospheric', 'FPS', '3D', 'Dark', 'Mystery', 'Sci-fi', 'VR', 'Story Rich', 'PvE', 'Early Access']",False,36836,8196,"1,000,000 .. 2,000,000"
28201,Metro Exodus,2019-02-13,81.0,4.16,1695,"Shooter, Action",412020,412020,"['Post-apocalyptic', 'FPS', 'Singleplayer', 'Open World', 'Story Rich', 'Atmospheric', 'Action', 'First-Person', 'Horror', 'Survival', 'Shooter', 'Stealth', 'Adventure', 'Exploration', 'Survival Horror', 'Great Soundtrack', 'Violent', 'Gore', 'Multiplayer', 'Psychological Horror']",True,108945,12370,"2,000,000 .. 5,000,000"
50734,Sekiro: Shadows Die Twice,2019-03-22,90.0,4.38,2095,"Action, RPG",814380,814380,"['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'RPG', 'Gore', 'Great Soundtrack', 'Rhythm', 'Dark']",True,307041,15193,"10,000,000 .. 20,000,000"
2819,Firewatch,2016-02-08,81.0,4.3,2480,"Indie, Adventure",383870,383870,"['Adventure', 'Atmospheric', 'Story Rich', 'Walking Simulator', 'Mystery', 'First-Person', 'Singleplayer', 'Exploration', 'Open World', 'Indie', 'Great Soundtrack', 'Short', 'Horror', 'Comedy', 'Drama', 'Funny', 'Colorful', 'Thriller', 'Mature', 'Casual']",True,81777,8661,"2,000,000 .. 5,000,000"
8488,Tom Clancy's Rainbow Six Siege,2015-12-01,75.0,3.88,1508,"Shooter, Action",359550,359550,"['FPS', 'PvP', 'Multiplayer', 'Tactical', 'e-sports', 'Shooter', 'Competitive', 'Online Co-Op', 'Action', 'Hero Shooter', 'Team-Based', 'Military', 'Strategy', 'First-Person', 'Co-op', 'Realistic', 'War', 'Destruction', 'Difficult', '3D']",False,1172854,225730,"20,000,000 .. 50,000,000"
58616,Assassin's Creed Odyssey,2018-10-05,85.0,3.98,2091,"Action, RPG",812140,812140,"['Open World', 'RPG', 'Singleplayer', 'Historical', 'Action', 'Assassin', 'Third Person', 'Adventure', 'Mythology', 'Stealth', 'Multiple Endings', 'Story Rich', 'Female Protagonist', 'Parkour', 'Choices Matter', 'Exploration', 'Action RPG', 'Multiplayer', 'Action-Adventure', 'Choose Your Own Adventure']",False,153091,19102,"5,000,000 .. 10,000,000"
2093,No Man's Sky,2016-08-09,75.0,3.71,1570,"Adventure, Action, RPG, Simulation, Indie, Massively Multiplayer",275850,275850,"['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'Adventure', 'First-Person', 'Multiplayer', 'Sandbox', 'Singleplayer', 'Atmospheric', 'Crafting', 'Space Sim', 'Indie', 'Action', 'Simulation', 'FPS', 'VR']",False,293332,59526,"5,000,000 .. 10,000,000"
58654,Hitman 2,2018-11-13,83.0,4.05,1219,"Shooter, Action",6850,6850,"['Stealth', 'Action', 'Third Person', 'Assassin', 'Classic', 'Singleplayer', 'Shooter', 'Sandbox', 'Great Soundtrack', 'Old School', 'Difficult', 'Adventure', 'Gore', 'First-Person', 'FPS', 'Crime', 'Third-Person Shooter', 'Atmospheric', 'Tactical', 'Story Rich']",True,3478,724,"1,000,000 .. 2,000,000"
28154,Cuphead,2017-09-29,87.0,4.37,2021,"Platformer, Indie, Action",268910,268910,"['Difficult', 'Cartoon', 'Co-op', 'Platformer', 'Great Soundtrack', 'Local Co-Op', '2D', 'Multiplayer', 'Hand-drawn', 'Indie', 'Cartoony', 'Retro', 'Bullet Hell', 'Action', ""Shoot 'Em Up"", 'Singleplayer', 'Side Scroller', 'Colorful', 'Souls-like', 'Funny']",True,179894,6941,"5,000,000 .. 10,000,000"
262382,Disco Elysium,2019-10-14,91.0,4.38,1308,"Indie, Adventure, RPG",632470,632470,"['RPG', 'Story Rich', 'Choices Matter', 'Detective', 'Isometric', 'Atmospheric', 'Singleplayer', 'Point & Click', 'CRPG', 'Noir', 'Political', 'Surreal', 'Visual Novel', 'Exploration', 'Funny', 'Indie', 'Adventure', 'Open World', 'Character Customization', 'Sexual Content']",False,104010,7702,"2,000,000 .. 5,000,000"
326243,Elden Ring,2022-02-25,95.0,4.39,1422,"Action, RPG",2622380,2622380,"['Souls-like', 'Online Co-Op', 'Rogue-like', 'Multiplayer', 'Singleplayer', 'Co-op', 'Action', 'Third Person', 'PvE', 'Rogue-lite', 'RPG', 'Action RPG', 'Open World', 'Dark', '3D', 'Survival', 'Violent', 'Sexual Content', 'Lore-Rich', 'Story Rich']",False,48901,16771,"2,000,000 .. 5,000,000"
11052,Titan Quest Anniversary Edition,2016-08-31,,3.78,790,"Action, RPG",475150,475150,"['RPG', 'Hack and Slash', 'Action RPG', 'Loot', 'Mythology', 'Multiplayer', 'Co-op', 'Singleplayer', 'Classic', 'Isometric', 'Adventure', 'Action', 'Fantasy', 'Top-Down', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Dungeon Crawler', 'Level Editor']",True,32295,3226,"2,000,000 .. 5,000,000"
28153,Assassin's Creed Origins,2017-10-27,81.0,3.97,2090,"Action, RPG",582160,582160,"['Open World', 'Assassin', 'Action', 'RPG', 'Stealth', 'Parkour', 'Adventure', 'Historical', 'Singleplayer', 'Third Person', 'Story Rich', 'Multiplayer', 'Action RPG', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Nudity', 'Heist', 'Sexual Content', 'Co-op']",True,97301,16195,"1,000,000 .. 2,000,000"
58777,DOOM Eternal,2020-03-20,86.0,4.37,1411,"Shooter, Action",782330,782330,"['FPS', 'Action', 'Gore', 'Great Soundtrack', 'Fast-Paced', 'Violent', 'Demons', 'Shooter', 'First-Person', 'Singleplayer', 'Blood', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Mature', 'Atmospheric', 'Story Rich', 'Difficult', 'Adventure', 'Horror']",True,187807,18219,"5,000,000 .. 10,000,000"
356714,Among Us,2018-07-25,82.0,3.84,1324,"Casual, Action, Simulation",945360,945360,"['Multiplayer', 'Social Deduction', 'Online Co-Op', 'Space', 'Survival', '2D', 'Funny', 'Psychological', 'Party Game', 'Co-op', 'Cartoony', 'Local Multiplayer', 'Casual', 'Action', 'Sci-fi', 'PvP', 'Top-Down', 'Colorful', 'Minigames', 'Aliens']",False,643681,57104,"20,000,000 .. 50,000,000"
58751,Halo Infinite,2021-12-08,84.0,3.65,725,"Shooter, Adventure, Action",1240440,1240440,"['Free to Play', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Action', 'First-Person', 'Open World', 'Sci-fi', 'Co-op', 'PvP', 'Competitive', 'Story Rich', 'Space', 'Adventure', 'Aliens', 'Lore-Rich', 'Atmospheric', 'Cinematic', 'Soundtrack']",False,123333,53708,"10,000,000 .. 20,000,000"
2792,Layers of Fear,2016-02-16,72.0,3.54,1118,"Indie, Adventure",391720,391720,"['Horror', 'Psychological Horror', 'Atmospheric', 'Walking Simulator', 'First-Person', 'Singleplayer', 'Story Rich', 'Indie', 'Adventure', 'Multiplayer', 'Psychedelic', 'Dark', 'Puzzle', 'Exploration', 'Great Soundtrack', 'Mystery', 'Lovecraftian', 'Surreal', 'Survival Horror', 'Short']",True,23576,3040,"2,000,000 .. 5,000,000"
998,Battlefield 1,2016-10-21,88.0,3.84,1963,"Shooter, Action",1238840,1238840,"['FPS', 'Multiplayer', 'Singleplayer', 'World War I', 'War', 'Shooter', 'Action', 'First-Person', 'Historical', 'Atmospheric', 'PvP', 'Massively Multiplayer', 'Gore', 'Tanks', 'Destruction', 'Open World', 'Violent', 'Physics', 'Mature', 'Great Soundtrack']",True,166775,26046,"5,000,000 .. 10,000,000"
1256,XCOM 2,2016-02-04,88.0,4.1,1308,"Strategy, RPG",268500,268500,"['Isometric', 'Turn-Based Combat', 'Post-apocalyptic', 'Turn-Based Tactics', 'Military', 'PvE', 'Top-Down', 'Turn-Based', 'Sci-fi', 'Character Customization', 'Logic', 'War', 'Turn-Based Strategy', 'RPG', 'Grid-Based Movement', 'Alternate History', 'Tactical', 'Perma Death', 'Action', 'Singleplayer']",False,86187,15514,"5,000,000 .. 10,000,000"
17959,Ori and the Blind Forest: Definitive Edition,2016-04-27,88.0,4.42,1708,"Platformer, Adventure",387290,387290,"['Atmospheric', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Difficult', 'Action', 'Fantasy', '2D', 'Indie', 'Puzzle', 'Side Scroller', 'Controller', 'Open World', 'Family Friendly', '2.5D', 'Beautiful']",True,63788,3191,"2,000,000 .. 5,000,000"
17959,Ori and the Blind Forest: Definitive Edition,2016-04-27,88.0,4.42,1708,"Platformer, Adventure",387290,387290,"['Atmospheric', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Difficult', 'Action', 'Fantasy', '2D', 'Indie', 'Puzzle', 'Side Scroller', 'Controller', 'Open World', 'Family Friendly', '2.5D', 'Beautiful']",True,63788,3191,"2,000,000 .. 5,000,000"
19590,Ori and the Blind Forest,2015-03-10,88.0,4.38,1520,"Platformer, Adventure",387290,387290,"['Atmospheric', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Difficult', 'Action', 'Fantasy', '2D', 'Indie', 'Puzzle', 'Side Scroller', 'Controller', 'Open World', 'Family Friendly', '2.5D', 'Beautiful']",True,63788,3191,"2,000,000 .. 5,000,000"
19590,Ori and the Blind Forest,2015-03-10,88.0,4.38,1520,"Platformer, Adventure",387290,387290,"['Atmospheric', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Difficult', 'Action', 'Fantasy', '2D', 'Indie', 'Puzzle', 'Side Scroller', 'Controller', 'Open World', 'Family Friendly', '2.5D', 'Beautiful']",True,63788,3191,"2,000,000 .. 5,000,000"
10297,Sid Meierâ€™s Civilization VI,2016-10-20,88.0,4.16,1414,"Strategy, Simulation",289070,289070,"['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Grand Strategy', 'Singleplayer', 'Turn-Based', '4X', 'War', 'City Builder', 'Simulation', 'Tactical', 'Management', 'Building', 'Great Soundtrack', 'Online Co-Op', 'Moddable', 'Co-op', 'Hex Grid', 'Atmospheric']",True,304053,45867,"10,000,000 .. 20,000,000"
28172,Kingdom Come: Deliverance,2018-02-13,71.0,4.04,1438,"Adventure, Action, RPG",1771300,1771300,"['RPG', 'Medieval', 'Open World', 'Singleplayer', 'Realistic', 'First-Person', 'Story Rich', 'Adventure', 'Action', 'Combat', 'Historical', 'Swordplay', 'Political', 'Immersive', 'Choices Matter', 'Atmospheric', 'Alternate History', 'LGBTQ+', 'Action-Adventure', '3D']",False,96279,6058,"2,000,000 .. 5,000,000"
3168,SOMA,2015-09-21,84.0,4.16,1432,"Indie, Adventure, Action",282140,282140,"['Horror', 'Psychological Horror', 'Atmospheric', 'Dark', 'Story Rich', 'Survival Horror', 'Exploration', 'Sci-fi', 'Gore', 'First-Person', 'Lovecraftian', 'Singleplayer', 'Puzzle', 'Adventure', 'Walking Simulator', 'Indie', 'Action', 'Philosophical', 'Mystery', 'Drama']",False,43530,1835,"2,000,000 .. 5,000,000"
10061,Watch Dogs 2,2016-11-28,79.0,3.84,1759,"Adventure, Action",447040,447040,"['Open World', 'Hacking', 'Illuminati', 'Multiplayer', 'Parkour', 'Action', 'Stealth', 'Third Person', 'Shooter', 'Crime', 'Singleplayer', 'Third-Person Shooter', 'Adventure', 'Co-op', 'Mature', 'Atmospheric', 'Story Rich', 'Sandbox', 'Funny', 'FPS']",False,68213,14166,"2,000,000 .. 5,000,000"
51325,The Last of Us Part II,2020-06-19,93.0,4.41,1948,"Shooter, Adventure, Action",1888930,1888930,"['Story Rich', 'Post-apocalyptic', 'Zombies', 'Shooter', 'Action-Adventure', 'Horror', 'Third-Person Shooter', 'Third Person', 'Singleplayer', 'Survival', 'Survival Horror', 'Cinematic', 'Action', 'Emotional', 'Adventure', 'Thriller', 'Atmospheric', 'Drama', 'Remake', 'Soundtrack']",False,63713,16142,"1,000,000 .. 2,000,000"
28202,Wolfenstein II: The New Colossus,2017-10-25,86.0,4.09,1757,"Shooter, Action",612880,612880,"['FPS', 'Action', 'Gore', 'Singleplayer', 'Alternate History', 'Violent', 'First-Person', 'Shooter', 'World War II', 'Story Rich', 'Nudity', 'Sci-fi', 'Stealth', 'Atmospheric', 'Comedy', 'Dystopian ', 'Adventure', 'Great Soundtrack', 'Multiplayer', 'Open World']",True,36084,8413,"1,000,000 .. 2,000,000"
11726,Dead Cells,2018-08-07,88.0,4.24,1725,"Platformer, Indie, Action, RPG",588650,588650,"['Adventure', 'Action Roguelike', 'Metroidvania', 'Pixel Graphics', 'Rogue-like', '2D', 'Souls-like', 'Rogue-lite', 'Difficult', 'Hack and Slash', 'Replay Value', 'Platformer', 'Singleplayer', 'Roguevania', 'Action', 'Dark Fantasy', 'Atmospheric', 'Procedural Generation', 'Funny', 'Indie']",False,163549,4915,"5,000,000 .. 10,000,000"
906,Call of Duty: Black Ops III,2015-11-06,73.0,3.28,1493,"Shooter, Action",311210,311210,"['Multiplayer', 'Zombies', 'FPS', 'Shooter', 'Action', 'First-Person', 'Singleplayer', 'Co-op', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Parkour', 'Quick-Time Events', 'Split Screen']",True,181306,33720,"5,000,000 .. 10,000,000"
10073,Divinity: Original Sin 2,2017-09-14,95.0,4.38,1646,"Strategy, RPG",435150,435150,"['Tactical RPG', 'RPG', 'Turn-Based Strategy', 'Story Rich', 'Fantasy', 'Character Customization', 'CRPG', 'Exploration', 'Party-Based RPG', 'Strategy RPG', 'PvP', 'Female Protagonist', 'Co-op Campaign', 'Local Co-Op', 'Choices Matter', 'Isometric', 'Romance', 'Strategy', 'Moddable', 'Funny']",False,182166,7958,"5,000,000 .. 10,000,000"
43877,Quake Champions,2017-08-22,,3.26,1016,"Shooter, Action",611500,611500,"['Arena Shooter', 'Hero Shooter', 'Early Access', 'FPS', 'Multiplayer', 'Free to Play', 'Fast-Paced', 'Gore', 'Shooter', 'Action', 'First-Person', 'Competitive', 'Violent', 'e-sports', 'Difficult', 'Classic', 'Sci-fi', 'Singleplayer', 'Lovecraftian', 'Horror']",False,28297,10068,"2,000,000 .. 5,000,000"
10548,Darksiders Warmastered Edition,2016-11-29,79.0,3.68,934,"Action, RPG",462780,462780,"['Action', 'Hack and Slash', 'Adventure', 'Third Person', 'RPG', 'Dark Fantasy', 'Singleplayer', 'Violent', 'Puzzle', 'Gore', 'Fantasy', 'Demons', 'Post-apocalyptic', 'Open World', 'Story Rich', 'Metroidvania', 'Controller', 'Remake', 'Difficult', 'Action RPG']",False,13991,1943,"1,000,000 .. 2,000,000"
10419,Subnautica,2018-01-23,83.0,4.25,1463,"Indie, Adventure",264710,264710,"['Open World Survival Craft', 'Survival', 'Horror', 'Open World', 'Underwater', 'Exploration', 'Crafting', 'Base-Building', 'Singleplayer', 'Adventure', 'First-Person', 'Sci-fi', 'Multiplayer', 'Sandbox', 'Atmospheric', 'Aliens', 'Survival Horror', 'VR', 'Action', 'Indie']",False,304449,9258,"5,000,000 .. 10,000,000"
559,Fallout Shelter,2015-06-15,63.0,3.42,1523,"RPG, Simulation",588430,588430,"['Free to Play', 'Base-Building', 'Survival', 'Post-apocalyptic', 'Singleplayer', 'Management', 'Simulation', 'Strategy', '2D', 'Building', 'Casual', 'Crafting', 'Adventure', 'Multiplayer', 'Sandbox', 'RPG', 'Funny', 'Atmospheric', 'Action', 'Great Soundtrack']",True,65847,8601,"2,000,000 .. 5,000,000"
59359,A Plague Tale: Innocence,2019-05-13,82.0,4.15,1515,"Adventure, Action",1182900,1182900,"['Adventure', 'Action', 'Action-Adventure', 'Exploration', 'Cinematic', 'Interactive Fiction', 'Third Person', 'Atmospheric', 'Female Protagonist', 'Realistic', '3D', 'Dark', 'Alternate History', 'Emotional', 'Drama', 'Medieval', 'Singleplayer', 'Historical', 'Mystery', 'Narration']",False,18772,1838,"500,000 .. 1,000,000"
2572,DiRT Rally,2015-12-07,86.0,3.69,672,"Racing, Simulation, Sports",690790,690790,"['Racing', 'Automobile Sim', 'Simulation', 'Multiplayer', 'VR', 'Driving', 'Sports', 'Offroad', 'Realistic', 'Singleplayer', 'Difficult', 'First-Person', 'Controller', 'Open World', 'Co-op', '3D Vision', 'Family Friendly', 'TrackIR', 'Action', 'Adventure']",False,39383,5212,"1,000,000 .. 2,000,000"
1244,Darkest Dungeon,2016-01-18,84.0,4.17,1349,"Strategy, Indie, RPG",262060,262060,"['Turn-Based Combat', 'Dark Fantasy', 'Dungeon Crawler', 'Rogue-like', 'RPG', 'Lovecraftian', 'Difficult', 'Turn-Based', 'Singleplayer', 'Perma Death', 'Strategy', 'Atmospheric', 'Dark', 'Indie', '2D', 'Rogue-lite', 'Horror', 'Gothic', 'Fantasy', 'Kickstarter']",False,137026,12430,"2,000,000 .. 5,000,000"
6617,Quantum Break,2016-04-05,66.0,3.91,1333,"Shooter, Action",474960,474960,"['Action', 'Story Rich', 'Time Manipulation', 'Sci-fi', 'Singleplayer', 'Cinematic', 'Third Person', 'Third-Person Shooter', 'Choices Matter', 'Atmospheric', 'Time Travel', 'Episodic', 'Adventure', 'Shooter', 'Bullet Time', 'Great Soundtrack', 'Controller', 'Open World', 'FMV', 'Stealth']",True,24117,4023,"1,000,000 .. 2,000,000"
58755,Devil May Cry 5,2019-03-08,88.0,4.25,1531,Action,601150,601150,"['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Demons', 'Spectacle fighter', 'Third Person', 'Singleplayer', 'Sexual Content', 'Violent', 'Nudity', 'Story Rich', 'Stylized', 'Difficult', 'Gore', 'Classic', 'Multiplayer', 'Controller', 'Adventure', 'Anime']",True,140260,5873,"5,000,000 .. 10,000,000"
492,Yakuza 0,2015-03-12,85.0,4.36,1127,"Action, RPG",638970,638970,"['Story Rich', 'Action', ""Beat 'em up"", 'Great Soundtrack', 'Crime', 'Open World', 'Minigames', 'Funny', 'RPG', 'Singleplayer', 'Violent', 'Mature', 'Adventure', 'Comedy', 'Sexual Content', 'Third Person', 'Drama', 'Atmospheric', 'JRPG', 'Dating Sim']",True,70292,3189,"1,000,000 .. 2,000,000"
29338,Days Gone,2019-04-26,74.0,3.97,1377,Action,1259420,1259420,"['Open World', 'Zombies', 'Survival', 'Singleplayer', 'Post-apocalyptic', 'Multiplayer', 'Action', 'Story Rich', 'Action-Adventure', 'Third Person', 'Open World Survival Craft', 'Adventure', 'Horror', 'Motorbike', 'Crafting', 'Third-Person Shooter', 'Survival Horror', 'Violent', 'Gore', 'Cinematic']",False,95697,7446,"2,000,000 .. 5,000,000"
1169,Mafia III,2016-10-06,62.0,3.14,1365,"Adventure, Action",360430,360430,"['Crime', 'Open World', 'Action', 'Story Rich', 'Singleplayer', 'Third Person', 'Violent', 'Shooter', 'Atmospheric', 'Great Soundtrack', 'Third-Person Shooter', 'Adventure', 'Nudity', 'Stealth', 'Multiplayer', 'Classic', 'Mature', 'Sandbox', 'Gore', 'FPS']",True,32366,24142,"1,000,000 .. 2,000,000"
817974,Wallpaper Engine,2016-10-10,,4.04,257,Casual,431960,431960,"['Mature', 'Utilities', 'Anime', 'Software', 'Design & Illustration', 'Animation & Modeling', 'First-Person', 'NSFW', 'Indie', 'Memes', 'Cute', 'Action', 'Singleplayer', 'Funny', 'Early Access', 'Photo Editing', 'Sandbox', 'Horror', 'Gaming', 'Game Development']",False,876898,17560,"20,000,000 .. 50,000,000"
7819,SUPERHOT,2016-02-24,82.0,4.19,1536,"Shooter, Indie, Action",322500,322500,"['Action', 'FPS', 'Bullet Time', 'Time Manipulation', 'Indie', 'Singleplayer', 'First-Person', 'Shooter', 'Puzzle', 'Minimalist', 'Short', 'Difficult', 'Cyberpunk', 'Kickstarter', 'Fast-Paced', 'Violent', 'Sci-fi', 'Casual', 'Gore', 'Adventure']",False,35390,3386,"1,000,000 .. 2,000,000"
42,What Remains of Edith Finch,2017-04-23,89.0,4.39,2020,"Indie, Adventure",501300,501300,"['Story Rich', 'Atmospheric', 'Walking Simulator', 'First-Person', 'Mystery', 'Exploration', 'Adventure', 'Singleplayer', 'Female Protagonist', 'Indie', 'Great Soundtrack', 'Narration', 'Short', 'Psychological Horror', 'Drama', 'Dark', 'Puzzle', 'Visual Novel', 'Horror', 'Emotional']",True,43128,1925,"500,000 .. 1,000,000"
